usr1,grp315
usr1025,z,loc2337
usr1026,grp258
usr1026,z,loc83
usr1027,grp770
usr1027,x,loc2599
usr1028,grp606
usr1029,grp357
usr1030,grp514
usr1030,x,loc4146
usr1031,grp996
usr1032,grp151
usr1033,grp849
usr1034,grp10
usr1035,grp114
usr1035,z,loc2841
usr1036,grp20
usr1036,x,loc4886
usr1037,grp558
usr1037,y,loc848
usr1038,grp648
usr1038,z,loc2340
usr1039,grp467
usr1039,x,loc592
usr1040,grp409
usr1041,grp384
usr1041,x,loc3922
usr1042,grp811
usr1043,grp40
usr1044,grp383
usr1044,x,loc2147
usr1045,grp337
usr1045,x,loc740
usr1046,grp140
usr1047,grp758
usr1047,x,loc232
usr1048,grp115
usr1049,grp965
usr1049,x,loc492
usr1050,grp976
usr1050,y,loc1039
usr1051,grp572
usr1052,grp422
usr1052,y,loc1618
usr1053,grp427
usr1054,grp599
usr1054,y,loc2374
usr1055,grp552
usr1055,x,loc2700
usr1056,grp304
usr1057,grp875
usr1057,y,loc1481
usr1058,grp507
usr1058,z,loc712
usr1059,grp203
usr1060,grp194
usr1061,grp862
usr1061,y,loc2094
usr1062,grp385
usr1062,y,loc4169
usr1063,grp119
usr1064,grp43
usr1065,grp231
usr1065,x,loc2050
usr1066,grp357
usr1066,y,loc2909
usr1067,grp694
usr1068,grp332
usr1068,z,loc1944
usr1069,grp553
usr1069,y,loc99
usr1070,grp937
usr1071,grp731
usr1071,y,loc57
usr1072,grp429
usr1073,grp576
usr1073,x,loc1549
usr1074,grp933
usr1075,grp438
usr1075,y,loc2654
usr1076,grp905
usr1077,grp843
usr1078,grp637
usr1079,grp514
usr1080,grp885
usr1081,grp88
usr1082,grp681
usr1083,grp952
usr1084,grp847
usr1085,grp596
usr1086,grp948
usr1087,grp500
usr1087,x,loc2116
usr1088,grp981
usr1088,z,loc1460
usr1089,grp637
usr1089,z,loc478
usr1090,grp81
usr1091,grp878
usr1092,grp437
usr1092,y,loc3779
usr1093,grp693
usr1094,grp502
usr1095,grp368
usr1096,grp724
usr1097,grp110
usr1097,z,loc3406
usr1098,grp781
usr1099,grp245
usr1099,x,loc2094
usr1100,grp158
usr1100,x,loc2303
usr1101,grp944
usr1101,z,loc2637
usr1102,grp717
usr1102,z,loc1626
usr1103,grp681
usr1103,x,loc1108
usr1104,grp515
usr1104,z,loc4615
usr1105,grp702
usr1106,grp604
usr1106,y,loc3772
usr1107,grp155
usr1107,x,loc1431
usr1108,grp618
usr1108,z,loc3230
usr1109,grp453
usr1110,grp917
usr1111,grp962
usr1112,grp192
usr1113,grp598
usr1114,grp452
usr1114,z,loc396
usr1115,grp695
usr1115,y,loc3565
usr1116,grp159
usr1116,y,loc52
usr1117,grp603
usr1118,grp126
usr1118,x,loc691
usr1119,grp593
usr1119,x,loc2265
usr1120,grp964
usr1120,y,loc3877
usr1121,grp469
usr1122,grp951
usr1123,grp252
usr1124,grp776
usr1124,z,loc4839
usr1125,grp382
usr1125,x,loc2997
usr1126,grp969
usr1126,x,loc1682
usr1127,grp995
usr1127,y,loc951
usr1128,grp375
usr1129,grp581
usr1130,grp325
usr1130,x,loc2889
usr1131,grp748
usr1131,z,loc4860
usr1132,grp371
usr1132,z,loc861
usr1133,grp419
usr1134,grp562
usr1135,grp462
usr1136,grp973
usr1137,grp220
usr1137,x,loc55
usr1138,grp550
usr1138,z,loc2925
usr1139,grp497
usr1140,grp495
usr1141,grp340
usr1141,x,loc3437
usr1142,grp769
usr1142,z,loc3528
usr1143,grp921
usr1143,z,loc252
usr1144,grp808
usr1144,y,loc2787
usr1145,grp797
usr1146,grp679
usr1146,x,loc1539
usr1147,grp3
usr1148,grp502
usr1148,x,loc3590
usr1149,grp486
usr1150,grp986
usr1150,x,loc1785
usr1151,grp515
usr1151,z,loc684
usr1152,grp150
usr1152,z,loc390
usr1153,grp838
usr1153,x,loc2665
usr1154,grp609
usr1155,grp908
usr1155,x,loc3532
usr1156,grp468
usr1156,z,loc2125
usr1157,grp202
usr1157,y,loc119
usr1158,grp362
usr1159,grp854
usr1160,grp7
usr1161,grp670
usr1161,y,loc3497
usr1162,grp164
usr1162,z,loc1382
usr1163,grp922
usr1163,z,loc3155
usr1164,grp580
usr1164,z,loc4412
usr1165,grp935
usr1166,grp600
usr1167,grp754
usr1167,x,loc4831
usr1168,grp252
usr1168,y,loc747
usr1169,grp718
usr1169,x,loc2080
usr1170,grp969
usr1170,x,loc4744
usr1171,grp390
usr1171,x,loc2760
usr1172,grp100
usr1173,grp464
usr1173,y,loc4904
usr1174,grp650
usr1174,x,loc1080
usr1175,grp617
usr1175,z,loc506
usr1176,grp37
usr1176,z,loc2775
usr1177,grp145
usr1177,z,loc1375
usr1178,grp437
usr1179,grp147
usr1179,y,loc4587
usr1180,grp92
usr1180,z,loc4179
usr1181,grp621
usr1181,z,loc1256
usr1182,grp966
usr1182,x,loc164
usr1183,grp132
usr1183,x,loc3242
usr1184,grp618
usr1185,grp643
usr1186,grp735
usr1186,z,loc3050
usr1187,grp713
usr1188,grp603
usr1188,y,loc1043
usr1189,grp625
usr1189,y,loc1279
usr1190,grp648
usr1191,grp345
usr1191,z,loc1291
usr1192,grp222
usr1192,y,loc1086
usr1193,grp349
usr1193,x,loc2980
usr1194,grp939
usr1195,grp176
usr1196,grp529
usr1196,z,loc1369
usr1197,grp642
usr1197,x,loc2875
usr1198,grp795
usr1199,grp249
usr1200,grp719
usr1201,grp584
usr1201,x,loc1389
usr1202,grp753
usr1203,grp740
usr1204,grp520
usr1204,z,loc1187
usr1205,grp802
usr1205,z,loc2879
usr1206,grp464
usr1206,x,loc711
usr1207,grp268
usr1208,grp240
usr1209,grp905
usr1210,grp37
usr1211,grp99
usr1212,grp589
usr1213,grp36
usr1213,x,loc3625
usr1214,grp978
usr1215,grp489
usr1216,grp746
usr1216,x,loc2233
usr1217,grp941
usr1217,z,loc2549
usr1218,grp162
usr1218,z,loc3732
usr1219,grp200
usr1220,grp928
usr1221,grp160
usr1222,grp343
usr1223,grp749
usr1224,grp532
usr1224,y,loc995
usr1225,grp33
usr1226,grp499
usr1226,z,loc3310
usr1227,grp456
usr1228,grp797
usr1228,x,loc800
usr1229,grp702
usr1229,x,loc2504
usr1230,grp410
usr1230,x,loc1914
usr1231,grp181
usr1232,grp412
usr1232,z,loc2808
usr1233,grp719
usr1233,y,loc2266
usr1234,grp99
usr1235,grp567
usr1235,y,loc1467
usr1236,grp66
usr1236,z,loc4294
usr1237,grp796
usr1238,grp352
usr1238,y,loc2047
usr1239,grp744
usr1240,grp553
usr1240,y,loc2170
usr1241,grp947
usr1242,grp574
usr1243,grp383
usr1244,grp807
usr1244,y,loc449
usr1245,grp527
usr1245,y,loc1096
usr1246,grp139
usr1247,grp454
usr1247,y,loc2547
usr1248,grp412
usr1248,z,loc1984
usr1249,grp658
usr1249,z,loc4723
usr1250,grp423
usr1250,x,loc414
usr1251,grp311
usr1252,grp152
usr1253,grp890
usr1254,grp678
usr1255,grp169
usr1255,x,loc1149
usr1256,grp556
usr1256,x,loc2262
usr1257,grp527
usr1258,grp633
usr1258,y,loc2493
usr1259,grp702
usr1260,grp201
usr1261,grp653
usr1262,grp584
usr1263,grp722
usr1263,y,loc3791
usr1264,grp552
usr1265,grp652
usr1266,grp701
usr1266,y,loc4751
usr1267,grp129
usr1268,grp421
usr1268,x,loc1670
usr1269,grp866
usr1269,y,loc3689
usr1270,grp818
usr1270,x,loc3766
usr1271,grp760
usr1272,grp628
usr1272,x,loc1843
usr1273,grp581
usr1273,y,loc934
usr1274,grp630
usr1274,y,loc3641
usr1275,grp36
usr1276,grp56
usr1277,grp596
usr1278,grp111
usr1278,z,loc845
usr1279,grp444
usr1279,z,loc1858
usr1280,grp573
usr1281,grp198
usr1282,grp451
usr1283,grp389
usr1283,x,loc3274
usr1284,grp911
usr1285,grp823
usr1286,grp503
usr1287,grp319
usr1288,grp968
usr1288,z,loc616
usr1289,grp957
usr1289,z,loc1367
usr1290,grp778
usr1291,grp167
usr1291,z,loc4440
usr1292,grp770
usr1292,x,loc1216
usr1293,grp369
usr1293,x,loc3505
usr1294,grp883
usr1294,x,loc256
usr1295,grp404
usr1296,grp603
usr1296,x,loc233
usr1297,grp498
usr1297,z,loc3828
usr1298,grp291
usr1298,x,loc4528
usr1299,grp586
usr1299,y,loc490
usr1300,grp397
usr1301,grp642
usr1302,grp896
usr1302,y,loc4030
usr1303,grp1000
usr1303,y,loc2902
usr1304,grp816
usr1305,grp817
usr1305,z,loc1200
usr1306,grp259
usr1307,grp179
usr1308,grp121
usr1308,y,loc3724
usr1309,grp915
usr1309,y,loc2793
usr1310,grp326
usr1311,grp85
usr1312,grp803
usr1312,z,loc251
usr1313,grp547
usr1313,x,loc4269
usr1314,grp756
usr1314,y,loc1083
usr1315,grp925
usr1316,grp867
usr1317,grp783
usr1317,x,loc262
usr1318,grp951
usr1318,z,loc2095
usr1319,grp741
usr1319,z,loc1574
usr1320,grp597
usr1320,y,loc756
usr1321,grp565
usr1322,grp471
usr1322,z,loc4025
usr1323,grp862
usr1323,z,loc2388
usr1324,grp183
usr1324,y,loc1421
usr1325,grp468
usr1326,grp339
usr1326,z,loc105
usr1327,grp858
usr1327,z,loc1776
usr1328,grp768
usr1329,grp1
usr1330,grp511
usr1330,x,loc3146
usr1331,grp513
usr1331,z,loc2795
usr1332,grp343
usr1332,y,loc4759
usr1333,grp772
usr1333,z,loc645
usr1334,grp310
usr1334,x,loc228
usr1335,grp64
usr1335,y,loc756
usr1336,grp766
usr1337,grp176
usr1337,y,loc2603
usr1338,grp68
usr1338,y,loc3331
usr1339,grp329
usr1339,x,loc883
usr1340,grp5
usr1340,z,loc4806
usr1341,grp463
usr1341,x,loc1008
usr1342,grp638
usr1343,grp185
usr1344,grp150
usr1344,z,loc3437
usr1345,grp606
usr1345,z,loc4739
usr1346,grp955
usr1347,grp554
usr1348,grp593
usr1348,y,loc1863
usr1349,grp34
usr1349,z,loc4873
usr1350,grp329
usr1350,x,loc972
usr1351,grp122
usr1352,grp212
usr1352,x,loc4135
usr1353,grp29
usr1353,x,loc2983
usr1354,grp756
usr1354,z,loc958
usr1355,grp821
usr1356,grp273
usr1356,y,loc3934
usr1357,grp351
usr1357,z,loc1667
usr1358,grp854
usr1358,y,loc468
usr1359,grp769
usr1359,z,loc4342
usr1360,grp181
usr1361,grp871
usr1362,grp465
usr1363,grp815
usr1363,z,loc4033
usr1364,grp17
usr1365,grp191
usr1365,x,loc1860
usr1366,grp841
usr1367,grp300
usr1367,z,loc1953
usr1368,grp307
usr1368,x,loc2869
usr1369,grp331
usr1369,z,loc2049
usr1370,grp587
usr1371,grp853
usr1372,grp890
usr1372,x,loc1203
usr1373,grp131
usr1374,grp292
usr1375,grp181
usr1376,grp935
usr1376,y,loc2900
usr1377,grp935
usr1378,grp524
usr1378,z,loc2666
usr1379,grp21
usr1380,grp926
usr1381,grp957
usr1381,z,loc3549
usr1382,grp845
usr1383,grp68
usr1383,y,loc3
usr1384,grp389
usr1384,x,loc4912
usr1385,grp85
usr1385,z,loc1100
usr1386,grp19
usr1386,z,loc197
usr1387,grp762
usr1388,grp282
usr1389,grp374
usr1389,z,loc2400
usr1390,grp856
usr1391,grp464
usr1391,y,loc4028
usr1392,grp584
usr1392,z,loc3190
usr1393,grp434
usr1393,x,loc1119
usr1394,grp529
usr1395,grp728
usr1396,grp635
usr1397,grp868
usr1398,grp837
usr1399,grp76
usr1400,grp97
usr1401,grp988
usr1402,grp888
usr1403,grp368
usr1403,x,loc2859
usr1404,grp677
usr1405,grp964
usr1405,y,loc899
usr1406,grp637
usr1407,grp358
usr1407,y,loc778
usr1408,grp287
usr1409,grp778
usr1409,y,loc1317
usr1410,grp938
usr1410,x,loc2571
usr1411,grp297
usr1412,grp895
usr1413,grp564
usr1413,z,loc1213
usr1414,grp885
usr1415,grp945
usr1415,z,loc4488
usr1416,grp102
usr1416,y,loc4692
usr1417,grp830
usr1418,grp281
usr1419,grp313
usr1419,z,loc1432
usr1420,grp491
usr1420,y,loc2066
usr1421,grp399
usr1421,z,loc394
usr1422,grp787
usr1422,z,loc242
usr1423,grp887
usr1424,grp104
usr1424,x,loc2602
usr1425,grp702
usr1426,grp606
usr1427,grp258
usr1427,x,loc500
usr1428,grp703
usr1429,grp144
usr1430,grp892
usr1430,x,loc93
usr1431,grp146
usr1432,grp729
usr1432,z,loc226
usr1433,grp701
usr1433,x,loc4809
usr1434,grp460
usr1434,z,loc2334
usr1435,grp445
usr1435,y,loc1359
usr1436,grp47
usr1436,y,loc3839
usr1437,grp454
usr1437,z,loc2016
usr1438,grp465
usr1439,grp380
usr1439,z,loc4986
usr1440,grp547
usr1441,grp177
usr1442,grp138
usr1443,grp163
usr1443,x,loc976
usr1444,grp859
usr1445,grp477
usr1445,z,loc2075
usr1446,grp671
usr1447,grp757
usr1448,grp727
usr1449,grp12
usr1449,x,loc4923
usr1450,grp106
usr1451,grp887
usr1452,grp203
usr1452,y,loc3991
usr1453,grp269
usr1453,z,loc101
usr1454,grp593
usr1455,grp481
usr1456,grp497
usr1457,grp805
usr1457,x,loc184
usr1458,grp665
usr1458,y,loc238
usr1459,grp675
usr1460,grp462
usr1461,grp492
usr1461,x,loc4669
usr1462,grp670
usr1463,grp164
usr1463,y,loc1775
usr1464,grp37
usr1464,x,loc3302
usr1465,grp950
usr1465,y,loc3683
usr1466,grp114
usr1467,grp544
usr1468,grp922
usr1468,z,loc3580
usr1469,grp637
usr1469,x,loc304
usr1470,grp731
usr1470,z,loc689
usr1471,grp15
usr1471,y,loc4807
usr1472,grp995
usr1472,x,loc2939
usr1473,grp393
usr1474,grp322
usr1475,grp635
usr1476,grp320
usr1477,grp206
usr1478,grp64
usr1479,grp164
usr1480,grp873
usr1481,grp783
usr1481,x,loc3595
usr1482,grp228
usr1483,grp321
usr1483,y,loc665
usr1484,grp548
usr1485,grp916
usr1485,z,loc729
usr1486,grp741
usr1487,grp891
usr1488,grp636
usr1489,grp644
usr1489,z,loc4639
usr1490,grp572
usr1491,grp588
usr1492,grp609
usr1492,y,loc2567
usr1493,grp61
usr1494,grp123
usr1494,x,loc3786
usr1495,grp891
usr1495,y,loc2973
usr1496,grp513
usr1497,grp671
usr1498,grp848
usr1498,z,loc3527
usr1499,grp932
usr1500,grp444
usr1501,grp927
usr1501,z,loc4504
usr1502,grp668
usr1502,x,loc4879
usr1503,grp788
usr1503,y,loc3072
usr1504,grp866
usr1504,z,loc1789
usr1505,grp763
usr1506,grp405
usr1506,x,loc3457
usr1507,grp883
usr1508,grp963
usr1509,grp767
usr1509,x,loc1064
usr1510,grp703
usr1511,grp715
usr1511,x,loc2943
usr1512,grp215
usr1513,grp494
usr1514,grp486
usr1514,z,loc1853
usr1515,grp964
usr1515,y,loc1759
usr1516,grp712
usr1517,grp378
usr1518,grp681
usr1518,z,loc1495
usr1519,grp184
usr1519,x,loc2776
usr1520,grp412
usr1520,y,loc4154
usr1521,grp908
usr1522,grp484
usr1522,y,loc3568
usr1523,grp416
usr1524,grp592
usr1525,grp596
usr1525,x,loc560
usr1526,grp948
usr1527,grp179
usr1528,grp291
usr1528,z,loc4031
usr1529,grp117
usr1529,x,loc1417
usr1530,grp906
usr1531,grp592
usr1531,x,loc3364
usr1532,grp1000
usr1532,x,loc4155
usr1533,grp689
usr1533,x,loc2079
usr1534,grp588
usr1534,z,loc3008
usr1535,grp937
usr1536,grp36
usr1537,grp197
usr1537,y,loc4212
usr1538,grp53
usr1539,grp732
usr1540,grp540
usr1540,z,loc1710
usr1541,grp608
usr1542,grp28
usr1543,grp79
usr1543,x,loc215
usr1544,grp847
usr1545,grp677
usr1546,grp321
usr1546,x,loc1944
usr1547,grp581
usr1547,y,loc4746
usr1548,grp451
usr1549,grp201
usr1549,z,loc866
usr1550,grp150
usr1551,grp930
usr1551,z,loc1702
usr1552,grp123
usr1553,grp91
usr1554,grp3
usr1555,grp515
usr1555,x,loc3427
usr1556,grp137
usr1556,x,loc3973
usr1557,grp278
usr1558,grp416
usr1559,grp646
usr1559,y,loc2721
usr1560,grp967
usr1560,y,loc1924
usr1561,grp125
usr1561,y,loc2003
usr1562,grp741
usr1562,y,loc235
usr1563,grp38
usr1563,z,loc4071
usr1564,grp401
usr1564,y,loc862
usr1565,grp491
usr1565,z,loc2447
usr1566,grp942
usr1567,grp601
usr1568,grp643
usr1568,z,loc831
usr1569,grp355
usr1569,x,loc1693
usr1570,grp952
usr1570,y,loc1257
usr1571,grp891
usr1571,y,loc1268
usr1572,grp584
usr1572,y,loc4313
usr1573,grp271
usr1574,grp591
usr1575,grp594
usr1575,z,loc529
usr1576,grp554
usr1577,grp247
usr1578,grp729
usr1578,y,loc3239
usr1579,grp644
usr1579,y,loc2456
usr1580,grp948
usr1581,grp487
usr1582,grp655
usr1583,grp990
usr1583,z,loc2264
usr1584,grp823
usr1584,y,loc4533
usr1585,grp731
usr1586,grp654
usr1587,grp907
usr1587,x,loc2342
usr1588,grp942
usr1589,grp480
usr1589,y,loc502
usr1590,grp477
usr1591,grp394
usr1592,grp175
usr1593,grp334
usr1594,grp61
usr1594,y,loc3474
usr1595,grp889
usr1595,y,loc2538
usr1596,grp702
usr1597,grp7
usr1597,x,loc4149
usr1598,grp774
usr1598,y,loc2124
usr1599,grp528
usr1600,grp804
usr1601,grp298
usr1601,z,loc1283
usr1602,grp832
usr1603,grp422
usr1604,grp320
usr1605,grp845
usr1605,x,loc3156
usr1606,grp255
usr1606,z,loc2321
usr1607,grp714
usr1607,y,loc3128
usr1608,grp607
usr1609,grp208
usr1610,grp243
usr1611,grp122
usr1612,grp107
usr1613,grp805
usr1613,x,loc4376
usr1614,grp134
usr1615,grp430
usr1615,x,loc3342
usr1616,grp709
usr1616,z,loc4368
usr1617,grp766
usr1617,z,loc3846
usr1618,grp1
usr1618,z,loc1214
usr1619,grp602
usr1619,y,loc4068
usr1620,grp963
usr1620,y,loc3416
usr1621,grp705
usr1622,grp738
usr1623,grp709
usr1623,y,loc4971
usr1624,grp371
usr1624,x,loc478
usr1625,grp833
usr1625,x,loc1737
usr1626,grp302
usr1627,grp986
usr1627,z,loc1050
usr1628,grp734
usr1628,z,loc848
usr1629,grp885
usr1629,x,loc2968
usr1630,grp83
usr1631,grp494
usr1632,grp992
usr1633,grp744
usr1633,z,loc2627
usr1634,grp572
usr1635,grp211
usr1635,y,loc4302
usr1636,grp177
usr1637,grp751
usr1638,grp904
usr1639,grp495
usr1640,grp779
usr1640,z,loc4996
usr1641,grp695
usr1642,grp469
usr1642,z,loc4154
usr1643,grp863
usr1644,grp863
usr1644,z,loc3711
usr1645,grp82
usr1645,y,loc4925
usr1646,grp980
usr1647,grp760
usr1647,z,loc3629
usr1648,grp43
usr1649,grp715
usr1649,z,loc191
usr1650,grp705
usr1650,y,loc3090
usr1651,grp945
usr1652,grp636
usr1653,grp976
usr1653,z,loc644
usr1654,grp604
usr1655,grp401
usr1656,grp769
usr1656,z,loc2440
usr1657,grp917
usr1657,y,loc1826
usr1658,grp541
usr1659,grp442
usr1659,z,loc3066
usr1660,grp934
usr1661,grp834
usr1661,z,loc3697
usr1662,grp525
usr1663,grp119
usr1664,grp261
usr1665,grp588
usr1665,x,loc3461
usr1666,grp127
usr1666,x,loc2402
usr1667,grp678
usr1668,grp666
usr1669,grp669
usr1669,z,loc974
usr1670,grp84
usr1671,grp345
usr1671,z,loc4965
usr1672,grp506
usr1672,x,loc3682
usr1673,grp112
usr1674,grp116
usr1675,grp936
usr1675,z,loc4063
usr1676,grp580
usr1677,grp611
usr1677,z,loc4248
usr1678,grp832
usr1679,grp242
usr1680,grp562
usr1680,y,loc2371
usr1681,grp772
usr1681,x,loc2489
usr1682,grp769
usr1683,grp791
usr1683,x,loc3289
usr1684,grp403
usr1684,y,loc3095
usr1685,grp735
usr1686,grp351
usr1687,grp610
usr1687,x,loc3522
usr1688,grp655
usr1688,x,loc1549
usr1689,grp400
usr1689,z,loc2534
usr1690,grp688
usr1691,grp11
usr1692,grp475
usr1693,grp472
usr1694,grp451
usr1694,x,loc2477
usr1695,grp614
usr1695,x,loc2136
usr1696,grp869
usr1696,x,loc4652
usr1697,grp961
usr1697,z,loc2638
usr1698,grp580
usr1698,y,loc2423
usr1699,grp253
usr1699,x,loc2367
usr1700,grp728
usr1701,grp300
usr1701,z,loc3331
usr1702,grp434
usr1702,x,loc368
usr1703,grp309
usr1704,grp223
usr1705,grp354
usr1706,grp292
usr1707,grp66
usr1707,z,loc3152
usr1708,grp234
usr1709,grp292
usr1709,x,loc2101
usr1710,grp140
usr1710,z,loc4325
usr1711,grp156
usr1712,grp672
usr1713,grp636
usr1714,grp487
usr1715,grp931
usr1715,z,loc4750
usr1716,grp961
usr1716,z,loc4307
usr1717,grp230
usr1718,grp360
usr1718,y,loc2857
usr1719,grp782
usr1719,y,loc686
usr1720,grp319
usr1721,grp746
usr1721,y,loc625
usr1722,grp734
usr1722,y,loc4581
usr1723,grp393
usr1723,y,loc3773
usr1724,grp894
usr1724,x,loc819
usr1725,grp55
usr1725,x,loc3654
usr1726,grp954
usr1726,y,loc3693
usr1727,grp200
usr1727,z,loc3787
usr1728,grp471
usr1728,y,loc3954
usr1729,grp465
usr1729,x,loc3747
usr1730,grp248
usr1731,grp457
usr1731,x,loc2719
usr1732,grp64
usr1733,grp194
usr1734,grp100
usr1735,grp724
usr1736,grp393
usr1736,z,loc3160
usr1737,grp329
usr1737,x,loc3368
usr1738,grp550
usr1739,grp794
usr1740,grp874
usr1741,grp25
usr1741,x,loc4791
usr1742,grp661
usr1742,z,loc133
usr1743,grp341
usr1744,grp582
usr1745,grp233
usr1745,z,loc1131
usr1746,grp919
usr1746,x,loc563
usr1747,grp466
usr1748,grp890
usr1749,grp18
usr1749,x,loc3717
usr1750,grp36
usr1751,grp783
usr1751,y,loc2783
usr1752,grp221
usr1753,grp510
usr1754,grp583
usr1755,grp544
usr1756,grp72
usr1757,grp129
usr1758,grp755
usr1759,grp321
usr1759,z,loc2018
usr1760,grp492
usr1760,z,loc3838
usr1761,grp815
usr1761,x,loc4256
usr1762,grp674
usr1763,grp277
usr1763,z,loc4960
usr1764,grp698
usr1764,y,loc3733
usr1765,grp857
usr1766,grp931
usr1766,y,loc260
usr1767,grp423
usr1767,x,loc2390
usr1768,grp576
usr1768,y,loc2498
usr1769,grp77
usr1769,y,loc2349
usr1770,grp624
usr1770,y,loc1060
usr1771,grp57
usr1771,z,loc1421
usr1772,grp955
usr1772,z,loc1464
usr1773,grp688
usr1773,y,loc4972
usr1774,grp61
usr1775,grp347
usr1775,x,loc2084
usr1776,grp527
usr1776,z,loc722
usr1777,grp188
usr1778,grp84
usr1778,x,loc807
usr1779,grp529
usr1780,grp222
usr1781,grp497
usr1782,grp955
usr1783,grp391
usr1784,grp106
usr1784,x,loc4823
usr1785,grp8
usr1786,grp493
usr1787,grp179
usr1787,y,loc3651
usr1788,grp997
usr1788,x,loc1061
usr1789,grp792
usr1789,x,loc3838
usr1790,grp877
usr1791,grp544
usr1792,grp77
usr1792,y,loc1580
usr1793,grp67
usr1793,y,loc4311
usr1794,grp407
usr1794,y,loc1786
usr1795,grp523
usr1795,z,loc3799
usr1796,grp974
usr1796,y,loc1104
usr1797,grp278
usr1798,grp598
usr1798,x,loc3954
usr1799,grp48
usr1800,grp311
usr1801,grp670
usr1801,x,loc4278
usr1802,grp886
usr1802,z,loc4605
usr1803,grp663
usr1804,grp139
usr1804,x,loc2194
usr1805,grp302
usr1806,grp311
usr1807,grp559
usr1808,grp198
usr1809,grp918
usr1809,y,loc33
usr1810,grp379
usr1811,grp786
usr1812,grp168
usr1813,grp201
usr1814,grp761
usr1814,y,loc4518
usr1815,grp801
usr1815,y,loc3054
usr1816,grp58
usr1816,y,loc331
usr1817,grp420
usr1817,y,loc2
usr1818,grp567
usr1819,grp854
usr1820,grp323
usr1820,y,loc4054
usr1821,grp935
usr1821,x,loc789
usr1822,grp458
usr1822,x,loc1028
usr1823,grp180
usr1824,grp639
usr1824,y,loc3100
usr1825,grp651
usr1826,grp559
usr1826,x,loc1290
usr1827,grp927
usr1828,grp395
usr1828,z,loc2598
usr1829,grp469
usr1829,x,loc3111
usr1830,grp307
usr1831,grp69
usr1832,grp926
usr1832,z,loc3334
usr1833,grp694
usr1834,grp708
usr1835,grp324
usr1836,grp204
usr1837,grp769
usr1838,grp191
usr1839,grp556
usr1840,grp386
usr1840,z,loc382
usr1841,grp551
usr1842,grp501
usr1843,grp709
usr1844,grp716
usr1845,grp924
usr1846,grp21
usr1847,grp607
usr1848,grp955
usr1849,grp554
usr1850,grp519
usr1850,z,loc423
usr1851,grp925
usr1852,grp415
usr1852,z,loc492
usr1853,grp664
usr1853,x,loc3322
usr1854,grp933
usr1855,grp525
usr1856,grp219
usr1856,z,loc3761
usr1857,grp529
usr1858,grp810
usr1859,grp962
usr1859,y,loc1261
usr1860,grp948
usr1860,z,loc4296
usr1861,grp278
usr1861,z,loc4839
usr1862,grp610
usr1863,grp164
usr1864,grp975
usr1864,y,loc3684
usr1865,grp442
usr1865,x,loc4282
usr1866,grp503
usr1866,z,loc130
usr1867,grp929
usr1867,y,loc2455
usr1868,grp822
usr1869,grp658
usr1869,x,loc2389
usr1870,grp27
usr1870,x,loc600
usr1871,grp246
usr1872,grp332
usr1872,x,loc1274
usr1873,grp165
usr1873,z,loc2401
usr1874,grp531
usr1875,grp488
usr1875,y,loc370
usr1876,grp164
usr1877,grp571
usr1878,grp918
usr1879,grp913
usr1880,grp656
usr1880,z,loc1127
usr1881,grp615
usr1881,x,loc3877
usr1882,grp351
usr1883,grp828
usr1884,grp733
usr1885,grp255
usr1886,grp163
usr1887,grp131
usr1888,grp92
usr1888,x,loc4416
usr1889,grp114
usr1889,z,loc608
usr1890,grp332
usr1890,y,loc3615
usr1891,grp471
usr1892,grp855
usr1893,grp188
usr1893,y,loc2496
usr1894,grp358
usr1894,z,loc1048
usr1895,grp672
usr1896,grp232
usr1896,z,loc3278
usr1897,grp474
usr1897,x,loc1382
usr1898,grp341
usr1899,grp102
usr1900,grp428
usr1901,grp924
usr1902,grp297
usr1902,z,loc3253
usr1903,grp223
usr1904,grp879
usr1904,y,loc1570
usr1905,grp131
usr1906,grp355
usr1906,y,loc4991
usr1907,grp86
usr1908,grp512
usr1908,x,loc582
usr1909,grp411
usr1909,y,loc4967
usr1910,grp263
usr1910,y,loc2016
usr1911,grp468
usr1911,y,loc3213
usr1912,grp389
usr1912,x,loc2857
usr1913,grp330
usr1913,x,loc2471
usr1914,grp759
usr1914,y,loc422
usr1915,grp628
usr1916,grp102
usr1916,x,loc3648
usr1917,grp487
usr1917,z,loc4618
usr1918,grp54
usr1918,y,loc1341
usr1919,grp40
usr1920,grp471
usr1920,z,loc4629
usr1921,grp448
usr1921,z,loc1780
usr1922,grp22
usr1922,z,loc1035
usr1923,grp417
usr1924,grp977
usr1924,z,loc4058
usr1925,grp401
usr1926,grp499
usr1927,grp11
usr1927,x,loc2694
usr1928,grp119
usr1929,grp748
usr1930,grp13
usr1931,grp699
usr1932,grp163
usr1932,x,loc4338
usr1933,grp392
usr1934,grp866
usr1935,grp318
usr1935,y,loc453
usr1936,grp174
usr1936,z,loc2531
usr1937,grp728
usr1938,grp929
usr1939,grp375
usr1939,y,loc231
